name,id,code,state_id:id,country_id:id
Bombooflat,setu_pharma_city_bosxxh_an,BOSXXH_AN,base.state_in_an,base.in
Garacharma,setu_pharma_city_gaumbq_an,GAUMBQ_AN,base.state_in_an,base.in
Port Blair,setu_pharma_city_powyqxh_an,POWYQXH_AN,base.state_in_an,base.in
Adilabad,setu_pharma_city_adehwn_ap,ADEHWN_AP,base.state_in_ap,base.in
Adoni,setu_pharma_city_acmxaw_ap,ACMXAW_AP,base.state_in_ap,base.in
Akkarampalle,setu_pharma_city_akkbjzj_ap,AKKBJZJ_AP,base.state_in_ap,base.in
Akkayapalle,setu_pharma_city_aknnjw_ap,AKNNJW_AP,base.state_in_ap,base.in
Alwal,setu_pharma_city_abmyqx_ap,ABMYQX_AP,base.state_in_ap,base.in
Amadalavalasa,setu_pharma_city_amanjmq_ap,AMANJMQ_AP,base.state_in_ap,base.in
Amalapuram,setu_pharma_city_amirby_ap,AMIRBY_AP,base.state_in_ap,base.in
Anakapalle,setu_pharma_city_anrhzy_ap,ANRHZY_AP,base.state_in_ap,base.in
Anantapur,setu_pharma_city_ancbby_ap,ANCBBY_AP,base.state_in_ap,base.in
Asifabad,setu_pharma_city_asjlcy_ap,ASJLCY_AP,base.state_in_ap,base.in
Badepalle,setu_pharma_city_baaslm_ap,BAASLM_AP,base.state_in_ap,base.in
Bandarulanka,setu_pharma_city_banecxax_ap,BANECXAX_AP,base.state_in_ap,base.in
Bapatla,setu_pharma_city_bjgly_ap,BJGLY_AP,base.state_in_ap,base.in
Bellampalle,setu_pharma_city_bexghy_ap,BEXGHY_AP,base.state_in_ap,base.in
Bestavaripeta,setu_pharma_city_besgyqhz_ap,BESGYQHZ_AP,base.state_in_ap,base.in
Bethamcheria,setu_pharma_city_betqbqx_ap,BETQBQX_AP,base.state_in_ap,base.in
Bhadrachalam,setu_pharma_city_bhagrlg_ap,BHAGRLG_AP,base.state_in_ap,base.in
Bhainsa,setu_pharma_city_bbylm_ap,BBYLM_AP,base.state_in_ap,base.in
Bheemavaram,setu_pharma_city_bhnmxaj_ap,BHNMXAJ_AP,base.state_in_ap,base.in
Bheemunipatnam,setu_pharma_city_bhehzyz_ap,BHEHZYZ_AP,base.state_in_ap,base.in
Bhongir,setu_pharma_city_blkqt_ap,BLKQT_AP,base.state_in_ap,base.in
Bobbili,setu_pharma_city_btktc_ap,BTKTC_AP,base.state_in_ap,base.in
Bodhan,setu_pharma_city_byqkbyq_ap,BYQKBYQ_AP,base.state_in_ap,base.in
Bollaram,setu_pharma_city_boecbz_ap,BOECBZ_AP,base.state_in_ap,base.in
Bugganipalle,setu_pharma_city_bugxabhyq_ap,BUGXABHYQ_AP,base.state_in_ap,base.in
Chandur,setu_pharma_city_ceegn_ap,CEEGN_AP,base.state_in_ap,base.in
Chatakonda,setu_pharma_city_chzwhw_ap,CHZWHW_AP,base.state_in_ap,base.in
Chemmumiahpet,setu_pharma_city_chebhjt_ap,CHEBHJT_AP,base.state_in_ap,base.in
Chilakaluripet,setu_pharma_city_chityqlk_ap,CHITYQLK_AP,base.state_in_ap,base.in
Chinnachowk,setu_pharma_city_chbkhc_ap,CHBKHC_AP,base.state_in_ap,base.in
Chintalavalasa,setu_pharma_city_chinkrc_ap,CHINKRC_AP,base.state_in_ap,base.in
Chirala,setu_pharma_city_cjeyj_ap,CJEYJ_AP,base.state_in_ap,base.in
Chittoor,setu_pharma_city_chqlwg_ap,CHQLWG_AP,base.state_in_ap,base.in
Choutuppal,setu_pharma_city_chbnem_ap,CHBNEM_AP,base.state_in_ap,base.in
Chunchupalle,setu_pharma_city_chuqrqc_ap,CHUQRQC_AP,base.state_in_ap,base.in
Cuddapah,setu_pharma_city_cutyqtm_ap,CUTYQTM_AP,base.state_in_ap,base.in
Dasnapur,setu_pharma_city_dakxanx_ap,DAKXANX_AP,base.state_in_ap,base.in
Devarakonda,setu_pharma_city_denjee_ap,DENJEE_AP,base.state_in_ap,base.in
Dharmavaram,setu_pharma_city_dhikjxa_ap,DHIKJXA_AP,base.state_in_ap,base.in
Dommara Nandyal,setu_pharma_city_domyqkmq_ap,DOMYQKMQ_AP,base.state_in_ap,base.in
Dowleswaram,setu_pharma_city_dohzre_ap,DOHZRE_AP,base.state_in_ap,base.in
Eddumailaram,setu_pharma_city_eddhykq_ap,EDDHYKQ_AP,base.state_in_ap,base.in
Ekambara kuppam,setu_pharma_city_ekazxzz_ap,EKAZXZZ_AP,base.state_in_ap,base.in
Eluru,setu_pharma_city_exaxle_ap,EXAXLE_AP,base.state_in_ap,base.in
Farooqnagar,setu_pharma_city_farljt_ap,FARLJT_AP,base.state_in_ap,base.in
Gaddi annaram,setu_pharma_city_gadhqkl_ap,GADHQKL_AP,base.state_in_ap,base.in
Gadwal,setu_pharma_city_ggxarn_ap,GGXARN_AP,base.state_in_ap,base.in
Gajapathinagaram,setu_pharma_city_gajayggw_ap,GAJAYGGW_AP,base.state_in_ap,base.in
Gajularega,setu_pharma_city_gawqgk_ap,GAWQGK_AP,base.state_in_ap,base.in
Gajuwaka,setu_pharma_city_gaixawm_ap,GAIXAWM_AP,base.state_in_ap,base.in
Ghatkeser,setu_pharma_city_ghmyqrl_ap,GHMYQRL_AP,base.state_in_ap,base.in
Gooty,setu_pharma_city_gertt_ap,GERTT_AP,base.state_in_ap,base.in
Gudivada,setu_pharma_city_guxbqt_ap,GUXBQT_AP,base.state_in_ap,base.in
Gudivada,setu_pharma_city_guoqgxa_ap,GUOQGXA_AP,base.state_in_ap,base.in
Gudur,setu_pharma_city_gtqhw_ap,GTQHW_AP,base.state_in_ap,base.in
Guntakal,setu_pharma_city_gusrex_ap,GUSREX_AP,base.state_in_ap,base.in
Guntur,setu_pharma_city_gyqyzg_ap,GYQYZG_AP,base.state_in_ap,base.in
Hindupur,setu_pharma_city_hiljnc_ap,HILJNC_AP,base.state_in_ap,base.in
Hyderabad M.Corp,setu_pharma_city_hydelrn_ap,HYDELRN_AP,base.state_in_ap,base.in
Ichchapuram,setu_pharma_city_icgkyh_ap,ICGKYH_AP,base.state_in_ap,base.in
Isnapur,setu_pharma_city_iyqjmc_ap,IYQJMC_AP,base.state_in_ap,base.in
Jaggayyapet,setu_pharma_city_jaeqmg_ap,JAEQMG_AP,base.state_in_ap,base.in
Jagtial,setu_pharma_city_jeslw_ap,JESLW_AP,base.state_in_ap,base.in
Jallaram Kamanpur,setu_pharma_city_jallxatbg_ap,JALLXATBG_AP,base.state_in_ap,base.in
Jammalamadugu,setu_pharma_city_jamknxal_ap,JAMKNXAL_AP,base.state_in_ap,base.in
Jangaon,setu_pharma_city_jxjkh_ap,JXJKH_AP,base.state_in_ap,base.in
Jarjapupeta,setu_pharma_city_jawqjl_ap,JAWQJL_AP,base.state_in_ap,base.in
Kadiri,setu_pharma_city_kmsqyq_ap,KMSQYQ_AP,base.state_in_ap,base.in
Kaghaznagar,setu_pharma_city_kainzm_ap,KAINZM_AP,base.state_in_ap,base.in
Kakinada,setu_pharma_city_kaehnxa_ap,KAEHNXA_AP,base.state_in_ap,base.in
Kallur,setu_pharma_city_kxyqbt_ap,KXYQBT_AP,base.state_in_ap,base.in
Kalyandurg,setu_pharma_city_kautxg_ap,KAUTXG_AP,base.state_in_ap,base.in
Kamareddy,setu_pharma_city_kasrbn_ap,KASRBN_AP,base.state_in_ap,base.in
Kanapaka,setu_pharma_city_kauyxn_ap,KAUYXN_AP,base.state_in_ap,base.in
Kandukur,setu_pharma_city_kabzcr_ap,KABZCR_AP,base.state_in_ap,base.in
Kantabamsuguda,setu_pharma_city_kanewmg_ap,KANEWMG_AP,base.state_in_ap,base.in
Kanuru,setu_pharma_city_kxayqxab_ap,KXAYQXAB_AP,base.state_in_ap,base.in
Kapra,setu_pharma_city_kqjct_ap,KQJCT_AP,base.state_in_ap,base.in
Karimnagar,setu_pharma_city_kalhyqb_ap,KALHYQB_AP,base.state_in_ap,base.in
Kavali,setu_pharma_city_kzglh_ap,KZGLH_AP,base.state_in_ap,base.in
Khammam,setu_pharma_city_kllxxa_ap,KLLXXA_AP,base.state_in_ap,base.in
Koratla,setu_pharma_city_kznqt_ap,KZNQT_AP,base.state_in_ap,base.in
Kothagudem,setu_pharma_city_kojnyw_ap,KOJNYW_AP,base.state_in_ap,base.in
Kothavalasa,setu_pharma_city_kozjzk_ap,KOZJZK_AP,base.state_in_ap,base.in
Kovurpalle,setu_pharma_city_koeqyqx_ap,KOEQYQX_AP,base.state_in_ap,base.in
Kovvur,setu_pharma_city_krsem_ap,KRSEM_AP,base.state_in_ap,base.in
Kukatpalle,setu_pharma_city_kutngy_ap,KUTNGY_AP,base.state_in_ap,base.in
Kuppam,setu_pharma_city_krqmj_ap,KRQMJ_AP,base.state_in_ap,base.in
Kurnool,setu_pharma_city_kelqj_ap,KELQJ_AP,base.state_in_ap,base.in
Kyathampalle,setu_pharma_city_kyaeqkg_ap,KYAEQKG_AP,base.state_in_ap,base.in
L.B. Nagar,setu_pharma_city_lqtbyq_ap,LQTBYQ_AP,base.state_in_ap,base.in
Macherla,setu_pharma_city_mackjn_ap,MACKJN_AP,base.state_in_ap,base.in
Machilipatnam,setu_pharma_city_macgyqyw_ap,MACGYQYW_AP,base.state_in_ap,base.in
Madanapalle,setu_pharma_city_maoqry_ap,MAOQRY_AP,base.state_in_ap,base.in
Madaram,setu_pharma_city_miqqe_ap,MIQQE_AP,base.state_in_ap,base.in
Mahbubnagar,setu_pharma_city_marwqxa_ap,MARWQXA_AP,base.state_in_ap,base.in
Malkajgiri,setu_pharma_city_marlgl_ap,MARLGL_AP,base.state_in_ap,base.in
Mancherial,setu_pharma_city_marmxak_ap,MARMXAK_AP,base.state_in_ap,base.in
Mandamarri,setu_pharma_city_maqble_ap,MAQBLE_AP,base.state_in_ap,base.in
Mandapeta,setu_pharma_city_mayqyqhx_ap,MAYQYQHX_AP,base.state_in_ap,base.in
Mangalagiri,setu_pharma_city_makxyqy_ap,MAKXYQY_AP,base.state_in_ap,base.in
Manugur,setu_pharma_city_miyyh_ap,MIYYH_AP,base.state_in_ap,base.in
Markapur,setu_pharma_city_mazmnj_ap,MAZMNJ_AP,base.state_in_ap,base.in
Medak,setu_pharma_city_mbrbj_ap,MBRBJ_AP,base.state_in_ap,base.in
Meerpet,setu_pharma_city_mgzxaw_ap,MGZXAW_AP,base.state_in_ap,base.in
Miryalguda,setu_pharma_city_micrjxa_ap,MICRJXA_AP,base.state_in_ap,base.in
Moragudi,setu_pharma_city_mohtth_ap,MOHTTH_AP,base.state_in_ap,base.in
Nagari,setu_pharma_city_ntxxx_ap,NTXXX_AP,base.state_in_ap,base.in
Nagarkurnool,setu_pharma_city_nagaxhe_ap,NAGAXHE_AP,base.state_in_ap,base.in
Nalgonda,setu_pharma_city_nanzql_ap,NANZQL_AP,base.state_in_ap,base.in
Nandyal,setu_pharma_city_nhyqjyq_ap,NHYQJYQ_AP,base.state_in_ap,base.in
Narasaraopet,setu_pharma_city_narkxazyq_ap,NARKXAZYQ_AP,base.state_in_ap,base.in
Narayanavanam,setu_pharma_city_naryqwql_ap,NARYQWQL_AP,base.state_in_ap,base.in
Narayanpet,setu_pharma_city_nayqmlq_ap,NAYQMLQ_AP,base.state_in_ap,base.in
Narsapur,setu_pharma_city_nacznj_ap,NACZNJ_AP,base.state_in_ap,base.in
Narsingi,setu_pharma_city_naolcj_ap,NAOLCJ_AP,base.state_in_ap,base.in
Narsipatnam,setu_pharma_city_nactcyq_ap,NACTCYQ_AP,base.state_in_ap,base.in
Naspur,setu_pharma_city_nzmqxa_ap,NZMQXA_AP,base.state_in_ap,base.in
Nellimaria,setu_pharma_city_neercj_ap,NEERCJ_AP,base.state_in_ap,base.in
Nellore,setu_pharma_city_nyqmyb_ap,NYQMYB_AP,base.state_in_ap,base.in
Nidadavole,setu_pharma_city_nicmyqq_ap,NICMYQQ_AP,base.state_in_ap,base.in
Nirmal,setu_pharma_city_njtmy_ap,NJTMY_AP,base.state_in_ap,base.in
Nizamabad,setu_pharma_city_nizyze_ap,NIZYZE_AP,base.state_in_ap,base.in
Nuzvid,setu_pharma_city_noxxah_ap,NOXXAH_AP,base.state_in_ap,base.in
Omerkhan daira,setu_pharma_city_omeeewc_ap,OMEEEWC_AP,base.state_in_ap,base.in
Ongole,setu_pharma_city_ozznr_ap,OZZNR_AP,base.state_in_ap,base.in
Osmania University,setu_pharma_city_osmaltxg_ap,OSMALTXG_AP,base.state_in_ap,base.in
Palacole,setu_pharma_city_pagkgq_ap,PAGKGQ_AP,base.state_in_ap,base.in
Palakurthi,setu_pharma_city_paarkj_ap,PAARKJ_AP,base.state_in_ap,base.in
Palasa @ Kasibugga,setu_pharma_city_palzxayk_ap,PALZXAYK_AP,base.state_in_ap,base.in
Palwancha,setu_pharma_city_paejxae_ap,PAEJXAE_AP,base.state_in_ap,base.in
Pamur,setu_pharma_city_pyqhhr_ap,PYQHHR_AP,base.state_in_ap,base.in
Papampeta,setu_pharma_city_paxaymq_ap,PAXAYMQ_AP,base.state_in_ap,base.in
Parvathipuram,setu_pharma_city_parstgyq_ap,PARSTGYQ_AP,base.state_in_ap,base.in
Patancheru,setu_pharma_city_pajmmx_ap,PAJMMX_AP,base.state_in_ap,base.in
Pedana,setu_pharma_city_pgkqj_ap,PGKQJ_AP,base.state_in_ap,base.in
Peddapuram,setu_pharma_city_pelbgy_ap,PELBGY_AP,base.state_in_ap,base.in
Pitapuram,setu_pharma_city_pixrwz_ap,PIXRWZ_AP,base.state_in_ap,base.in
Ponnur,setu_pharma_city_pukkr_ap,PUKKR_AP,base.state_in_ap,base.in
Proddatur,setu_pharma_city_prqjzm_ap,PRQJZM_AP,base.state_in_ap,base.in
Punganur,setu_pharma_city_purkqg_ap,PURKQG_AP,base.state_in_ap,base.in
Puttur,setu_pharma_city_ptxaxy_ap,PTXAXY_AP,base.state_in_ap,base.in
Quthbullapur,setu_pharma_city_qutcxaex_ap,QUTCXAEX_AP,base.state_in_ap,base.in
Rajahmundry,setu_pharma_city_raqgmxa_ap,RAQGMXA_AP,base.state_in_ap,base.in
Rajam,setu_pharma_city_rhsbr_ap,RHSBR_AP,base.state_in_ap,base.in
Rajendranagar,setu_pharma_city_rajrrqg_ap,RAJRRQG_AP,base.state_in_ap,base.in
Ramachandrapuram,setu_pharma_city_ramahmjj_ap,RAMAHMJJ_AP,base.state_in_ap,base.in
Ramachandrapuram,setu_pharma_city_ramaewcm_ap,RAMAEWCM_AP,base.state_in_ap,base.in
Ramachandrapuram-Bhel Township ),setu_pharma_city_ramachasmjq_ap,RAMACHASMJQ_AP,base.state_in_ap,base.in
Ramagundam,setu_pharma_city_rahjjh_ap,RAHJJH_AP,base.state_in_ap,base.in
Ramanayyapeta,setu_pharma_city_ramckcz_ap,RAMCKCZ_AP,base.state_in_ap,base.in
Ramapuram,setu_pharma_city_ralmhr_ap,RALMHR_AP,base.state_in_ap,base.in
Rameswaram,setu_pharma_city_rarxbx_ap,RARXBX_AP,base.state_in_ap,base.in
Rampachodavaram,setu_pharma_city_ramskbxa_ap,RAMSKBXA_AP,base.state_in_ap,base.in
Rayachoti,setu_pharma_city_rawrmy_ap,RAWRMY_AP,base.state_in_ap,base.in
Rayadurg,setu_pharma_city_raxlmt_ap,RAXLMT_AP,base.state_in_ap,base.in
Renigunta,setu_pharma_city_reskct_ap,RESKCT_AP,base.state_in_ap,base.in
Repalle,setu_pharma_city_rqegk_ap,RQEGK_AP,base.state_in_ap,base.in
Sadasivpet,setu_pharma_city_sajsnr_ap,SAJSNR_AP,base.state_in_ap,base.in
Salur,setu_pharma_city_skrmt_ap,SKRMT_AP,base.state_in_ap,base.in
Samalkota,setu_pharma_city_saxahkj_ap,SAXAHKJ_AP,base.state_in_ap,base.in
Sangareddy,setu_pharma_city_sawhlz_ap,SAWHLZ_AP,base.state_in_ap,base.in
Sarapaka,setu_pharma_city_sawsyqh_ap,SAWSYQH_AP,base.state_in_ap,base.in
Sattenapalle,setu_pharma_city_satymnc_ap,SATYMNC_AP,base.state_in_ap,base.in
Secunderabad,setu_pharma_city_secjwhb_ap,SECJWHB_AP,base.state_in_ap,base.in
Serilingampalle,setu_pharma_city_serybkn_ap,SERYBKN_AP,base.state_in_ap,base.in
Siddipet,setu_pharma_city_sinkzz_ap,SINKZZ_AP,base.state_in_ap,base.in
Singapur,setu_pharma_city_silqkq_ap,SILQKQ_AP,base.state_in_ap,base.in
Singarayakonda,setu_pharma_city_sinxxcl_ap,SINXXCL_AP,base.state_in_ap,base.in
Sirsilla,setu_pharma_city_sitsgg_ap,SITSGG_AP,base.state_in_ap,base.in
Sompeta,setu_pharma_city_slwxg_ap,SLWXG_AP,base.state_in_ap,base.in
Srikakulam,setu_pharma_city_srgszj_ap,SRGSZJ_AP,base.state_in_ap,base.in
Srikalahasti,setu_pharma_city_sriezlz_ap,SRIEZLZ_AP,base.state_in_ap,base.in
Sriramnagar,setu_pharma_city_srgnkyq_ap,SRGNKYQ_AP,base.state_in_ap,base.in
Srisailam  Project (RFC) Township,setu_pharma_city_srisaioknx_ap,SRISAIOKNX_AP,base.state_in_ap,base.in
Srisailamgudem Devasthanam,setu_pharma_city_srisaiohgg_ap,SRISAIOHGG_AP,base.state_in_ap,base.in
Suryapet,setu_pharma_city_suxamyqj_ap,SUXAMYQJ_AP,base.state_in_ap,base.in
Suryaraopeta,setu_pharma_city_surhmqt_ap,SURHMQT_AP,base.state_in_ap,base.in
Tadepalligudem,setu_pharma_city_tadyqnth_ap,TADYQNTH_AP,base.state_in_ap,base.in
Tadpatri,setu_pharma_city_tabzht_ap,TABZHT_AP,base.state_in_ap,base.in
Tallapalle,setu_pharma_city_takbwh_ap,TAKBWH_AP,base.state_in_ap,base.in
Tandur,setu_pharma_city_tyqkjt_ap,TYQKJT_AP,base.state_in_ap,base.in
Tanuku,setu_pharma_city_tecym_ap,TECYM_AP,base.state_in_ap,base.in
Teegalapahad,setu_pharma_city_teelyqel_ap,TEELYQEL_AP,base.state_in_ap,base.in
Tenali,setu_pharma_city_txannc_ap,TXANNC_AP,base.state_in_ap,base.in
Tiruchanur,setu_pharma_city_tiamwx_ap,TIAMWX_AP,base.state_in_ap,base.in
Tirumala,setu_pharma_city_tietnc_ap,TIETNC_AP,base.state_in_ap,base.in
Tirupati,setu_pharma_city_tibyqkj_ap,TIBYQKJ_AP,base.state_in_ap,base.in
Tirupati (NMA),setu_pharma_city_tictce_ap,TICTCE_AP,base.state_in_ap,base.in
Tuni,setu_pharma_city_thkeg_ap,THKEG_AP,base.state_in_ap,base.in
Uppal Kalan,setu_pharma_city_upwhyc_ap,UPWHYC_AP,base.state_in_ap,base.in
Upper Sileru Project Site Camp,setu_pharma_city_upperstzyqw_ap,UPPERSTZYQW_AP,base.state_in_ap,base.in
Uravakonda,setu_pharma_city_urqszx_ap,URQSZX_AP,base.state_in_ap,base.in
Vaparala,setu_pharma_city_vazhyy_ap,VAZHYY_AP,base.state_in_ap,base.in
Venkatagiri,setu_pharma_city_venxnxa_ap,VENXNXA_AP,base.state_in_ap,base.in
Vepagunta,setu_pharma_city_vekwhxa_ap,VEKWHXA_AP,base.state_in_ap,base.in
Vetapalem,setu_pharma_city_verxacl_ap,VERXACL_AP,base.state_in_ap,base.in
Vicarabad,setu_pharma_city_vinbxw_ap,VINBXW_AP,base.state_in_ap,base.in
Vijayapuri (North),setu_pharma_city_vijshlr_ap,VIJSHLR_AP,base.state_in_ap,base.in
Vijayawada,setu_pharma_city_vinmxar_ap,VINMXAR_AP,base.state_in_ap,base.in
Vinukonda,setu_pharma_city_vilyxz_ap,VILYXZ_AP,base.state_in_ap,base.in
Visakhapatnam,setu_pharma_city_visqhbc_ap,VISQHBC_AP,base.state_in_ap,base.in
Vizianagaram,setu_pharma_city_vizsbhg_ap,VIZSBHG_AP,base.state_in_ap,base.in
Wanaparthi,setu_pharma_city_wamqqk_ap,WAMQQK_AP,base.state_in_ap,base.in
Warangal,setu_pharma_city_wahgyz_ap,WAHGYZ_AP,base.state_in_ap,base.in
Yadagirigutta,setu_pharma_city_yadanlh_ap,YADANLH_AP,base.state_in_ap,base.in
Yellandu,setu_pharma_city_yeesyyq_ap,YEESYYQ_AP,base.state_in_ap,base.in
Yemmiganur,setu_pharma_city_yesgbz_ap,YESGBZ_AP,base.state_in_ap,base.in
Yerraguntla,setu_pharma_city_yerwzh_ap,YERWZH_AP,base.state_in_ap,base.in
Zahirabad,setu_pharma_city_zartnk_ap,ZARTNK_AP,base.state_in_ap,base.in
Along,setu_pharma_city_ayqnnz_ar,AYQNNZ_AR,base.state_in_ar,base.in
Basar,setu_pharma_city_btleq_ar,BTLEQ_AR,base.state_in_ar,base.in
Bomdila,setu_pharma_city_bubhj_ar,BUBHJ_AR,base.state_in_ar,base.in
Changlang,setu_pharma_city_chkmbb_ar,CHKMBB_AR,base.state_in_ar,base.in
Daporijo,setu_pharma_city_darrch_ar,DARRCH_AR,base.state_in_ar,base.in
Deomali,setu_pharma_city_dzyqqg_ar,DZYQQG_AR,base.state_in_ar,base.in
Itanagar,setu_pharma_city_ithblt_ar,ITHBLT_AR,base.state_in_ar,base.in
Jairampur,setu_pharma_city_jaernxa_ar,JAERNXA_AR,base.state_in_ar,base.in
Khonsa,setu_pharma_city_kjjmm_ar,KJJMM_AR,base.state_in_ar,base.in
Naharlagun,setu_pharma_city_nabrwg_ar,NABRWG_AR,base.state_in_ar,base.in
Namsai,setu_pharma_city_nuyqxb_ar,NUYQXB_AR,base.state_in_ar,base.in
Pasighat,setu_pharma_city_pashgl_ar,PASHGL_AR,base.state_in_ar,base.in
Roing,setu_pharma_city_rwgqq_ar,RWGQQ_AR,base.state_in_ar,base.in
Seppa,setu_pharma_city_sirwl_ar,SIRWL_AR,base.state_in_ar,base.in
Tawang,setu_pharma_city_tnqtt_ar,TNQTT_AR,base.state_in_ar,base.in
Tezu,setu_pharma_city_trrqyq_ar,TRRQYQ_AR,base.state_in_ar,base.in
Ziro,setu_pharma_city_zxayqxar_ar,ZXAYQXAR_AR,base.state_in_ar,base.in
Abhayapuri,setu_pharma_city_abxaycj_as,ABXAYCJ_AS,base.state_in_as,base.in
Ambikapur Part-X,setu_pharma_city_ambtwnyq_as,AMBTWNYQ_AS,base.state_in_as,base.in
Amguri,setu_pharma_city_awqlb_as,AWQLB_AS,base.state_in_as,base.in
Anand Nagar,setu_pharma_city_anyqgrl_as,ANYQGRL_AS,base.state_in_as,base.in
Badarpur,setu_pharma_city_baxmxac_as,BAXMXAC_AS,base.state_in_as,base.in
Badarpur Rly Town,setu_pharma_city_badrwey_as,BADRWEY_AS,base.state_in_as,base.in
Bahbari Gaon,setu_pharma_city_bacnrw_as,BACNRW_AS,base.state_in_as,base.in
Bamun Sualkuchi,setu_pharma_city_bamrqjy_as,BAMRQJY_AS,base.state_in_as,base.in
Barbari (AMC Area),setu_pharma_city_barehbk_as,BAREHBK_AS,base.state_in_as,base.in
Barpathar,setu_pharma_city_baxaqgz_as,BAXAQGZ_AS,base.state_in_as,base.in
Barpeta,setu_pharma_city_bnexax_as,BNEXAX_AS,base.state_in_as,base.in
Barpeta Road,setu_pharma_city_baiywz_as,BAIYWZ_AS,base.state_in_as,base.in
Basugaon,setu_pharma_city_balwgx_as,BALWGX_AS,base.state_in_as,base.in
Bihpuria,setu_pharma_city_biixatx_as,BIIXATX_AS,base.state_in_as,base.in
Bijni,setu_pharma_city_bcxrk_as,BCXRK_AS,base.state_in_as,base.in
Bilasipara,setu_pharma_city_bizzen_as,BIZZEN_AS,base.state_in_as,base.in
Biswanath Chariali,setu_pharma_city_biswcyqqn_as,BISWCYQQN_AS,base.state_in_as,base.in
Bohari,setu_pharma_city_bichk_as,BICHK_AS,base.state_in_as,base.in
Bokajan,setu_pharma_city_bskwl_as,BSKWL_AS,base.state_in_as,base.in
Bokakhat,setu_pharma_city_bojyqqt_as,BOJYQQT_AS,base.state_in_as,base.in
Bongaigaon,setu_pharma_city_boyqbte_as,BOYQBTE_AS,base.state_in_as,base.in
"Bongaigaon, Refinery & Petro-chemical Ltd. Township",setu_pharma_city_bongaigaonzhjx_as,BONGAIGAONZHJX_AS,base.state_in_as,base.in
Borgolai Grant No.11,setu_pharma_city_bornelg_as,BORNELG_AS,base.state_in_as,base.in
Chabua,setu_pharma_city_cbbyql_as,CBBYQL_AS,base.state_in_as,base.in
Chandrapur Bagicha,setu_pharma_city_chanbjtn_as,CHANBJTN_AS,base.state_in_as,base.in
Chapar,setu_pharma_city_ciglx_as,CIGLX_AS,base.state_in_as,base.in
Chekonidhara,setu_pharma_city_cheireh_as,CHEIREH_AS,base.state_in_as,base.in
Choto Haibor,setu_pharma_city_chqkjx_as,CHQKJX_AS,base.state_in_as,base.in
Dergaon,setu_pharma_city_dkzlh_as,DKZLH_AS,base.state_in_as,base.in
Dharapur,setu_pharma_city_dhjkbh_as,DHJKBH_AS,base.state_in_as,base.in
Dhekiajuli,setu_pharma_city_dhkbtj_as,DHKBTJ_AS,base.state_in_as,base.in
Dhemaji,setu_pharma_city_dxhrc_as,DXHRC_AS,base.state_in_as,base.in
Dhing,setu_pharma_city_doxeh_as,DOXEH_AS,base.state_in_as,base.in
Dhubri,setu_pharma_city_dyqhxak_as,DYQHXAK_AS,base.state_in_as,base.in
Dibrugarh,setu_pharma_city_dicych_as,DICYCH_AS,base.state_in_as,base.in
Digboi,setu_pharma_city_dbklg_as,DBKLG_AS,base.state_in_as,base.in
Digboi Oil Town,setu_pharma_city_digsshl_as,DIGSSHL_AS,base.state_in_as,base.in
Dimaruguri,setu_pharma_city_dikqbt_as,DIKQBT_AS,base.state_in_as,base.in
Diphu,setu_pharma_city_drwgq_as,DRWGQ_AS,base.state_in_as,base.in
Doboka,setu_pharma_city_dabjc_as,DABJC_AS,base.state_in_as,base.in
Dokmoka,setu_pharma_city_dgmgz_as,DGMGZ_AS,base.state_in_as,base.in
Donkamokam,setu_pharma_city_domrjy_as,DOMRJY_AS,base.state_in_as,base.in
Doom Dooma,setu_pharma_city_dowkyq_as,DOWKYQ_AS,base.state_in_as,base.in
Duliajan No.1,setu_pharma_city_dunlqe_as,DUNLQE_AS,base.state_in_as,base.in
Duliajan Oil Town,setu_pharma_city_dulksbh_as,DULKSBH_AS,base.state_in_as,base.in
Durga Nagar Part-V,setu_pharma_city_durbyqqn_as,DURBYQQN_AS,base.state_in_as,base.in
Gauripur,setu_pharma_city_gaezky_as,GAEZKY_AS,base.state_in_as,base.in
Goalpara,setu_pharma_city_goihrxa_as,GOIHRXA_AS,base.state_in_as,base.in
Gohpur,setu_pharma_city_gmrqq_as,GMRQQ_AS,base.state_in_as,base.in
Golaghat,setu_pharma_city_gobcbg_as,GOBCBG_AS,base.state_in_as,base.in
Golokganj,setu_pharma_city_goskcx_as,GOSKCX_AS,base.state_in_as,base.in
Gossaigaon,setu_pharma_city_gozeee_as,GOZEEE_AS,base.state_in_as,base.in
Guwahati,setu_pharma_city_gutbwk_as,GUTBWK_AS,base.state_in_as,base.in
Haflong,setu_pharma_city_hjwej_as,HJWEJ_AS,base.state_in_as,base.in
Hailakandi,setu_pharma_city_haunjg_as,HAUNJG_AS,base.state_in_as,base.in
Hamren,setu_pharma_city_hbklxa_as,HBKLXA_AS,base.state_in_as,base.in
Hindustan Paper Corporation Ltd. Township Area Panchgram,setu_pharma_city_hindustanpapnybl_as,HINDUSTANPAPNYBL_AS,base.state_in_as,base.in
Hojai,setu_pharma_city_hxaclk_as,HXACLK_AS,base.state_in_as,base.in
Howli,setu_pharma_city_hccxayq_as,HCCXAYQ_AS,base.state_in_as,base.in
Howraghat,setu_pharma_city_homelxa_as,HOMELXA_AS,base.state_in_as,base.in
Jagiroad,setu_pharma_city_jarzyj_as,JARZYJ_AS,base.state_in_as,base.in
